20140901,350032436.47472984,289360162.21738553
20140902,313159016.0912695,280753546.6876006
20140903,322541163.40583485,332711641.34796584
20140904,303251572.68996525,292006425.58344615
20140905,262124641.87441665,242121336.09120524
20140906,215940011.12174776,190833362.00055355
20140907,222024358.33593884,207237634.62656468
20140908,313126401.9932499,299084664.03347814
20140909,328444823.2030462,302201112.8135762
20140910,343653263.6925465,314039969.7872313
20140911,290274773.3600376,298623664.4597397
20140912,239289222.9960722,250001288.597839
20140913,206261450.02347025,208985524.80307442
20140914,223874556.18685567,232154020.58811915
20140915,321726318.6639468,290289634.1564971
20140916,349937567.7817285,346675575.24345315
20140917,298994044.1407746,339741558.04471004
20140918,291282772.76855946,288427051.1261642
20140919,245944486.23846465,254433602.09578812
20140920,224707999.5806328,198789786.21807426
20140921,227616949.58169526,228303855.89612168
20140922,290008607.0894477,311384323.2432138
20140923,297001758.43348217,319399043.3335458
20140924,290570178.103925,342038356.41812766
20140925,272647683.55740535,307907323.0666538
20140926,234006692.79068953,282443869.24392974
20140927,207837748.41201532,229880711.67917126
20140928,224544794.75361833,255230951.19210178
20140929,292405331.8975557,317806106.45156145
20140930,304992336.4289985,340016823.3466909
