20140901,318120930.0240311,284909268.18873554
20140902,328164209.4968919,310728081.1539294
20140903,308999860.1743982,325272931.0804164
20140904,257206286.92509297,297050142.65948755
20140905,228424618.43559226,232744951.21812543
20140906,204570563.15929553,204851398.08568075
20140907,241999392.64063188,236319123.9401813
20140908,283605417.59554404,288391834.3560463
20140909,313633059.72378033,324462768.8531902
20140910,300551639.9386207,330833727.0975311
20140911,263908012.48467407,297944317.316739
20140912,231288899.87247583,248906632.90299103
20140913,224530475.85336432,221099724.38895783
20140914,254809022.9754312,242954579.81235942
20140915,296168213.19791055,292471715.81710887
20140916,322071981.9706382,334874319.83421147
20140917,310116086.9646066,337179153.33496976
20140918,272688766.47325134,302309906.4052038
20140919,236514478.11181286,251896873.8938273
20140920,228731587.40783173,227458235.330566
20140921,254715623.2383814,245222177.96606213
20140922,294705743.87852883,295786540.8166882
20140923,319676216.81429726,337585621.19760454
20140924,311003428.9049449,343353850.5957262
20140925,276656275.62451637,306176683.30365473
20140926,242623603.5653544,257807530.537403
20140927,234997283.53146642,231383376.84311357
20140928,259424701.05057716,250856076.3101308
20140929,297994376.24434537,298788505.9398828
20140930,322425145.3834416,343074074.98997134
