SaleID,price
200000,1258.7080449416007
200001,1826.6450802090376
200002,8494.49685026814
200003,1219.6181154317917
200004,1989.513610687833
200005,1145.8043145940783
200006,420.4865945376879
200007,3468.7271106312555
200008,11847.364364622987
200009,567.9487856033626
200010,608.1870355503818
200011,2667.9562813147436
200012,5822.555230897717
200013,7616.597919991321
200014,1919.704735345248
200015,255.65749855155883
200016,1766.9448447838304
200017,8538.936294027548
200018,6669.281771263049
200019,727.8466663146746
200020,24716.721405771626
200021,7596.72670457549
200022,1873.1000279665845
200023,1550.325904168309
200024,720.3686832205824
200025,8306.315613570447
200026,489.3252148079658
200027,12515.853476567732
200028,4110.914853847156
200029,7925.3806171398155
200030,16953.24398819221
200031,12397.622096838697
200032,611.6290346188953
200033,14487.901014586556
200034,870.5569210938352
200035,1917.4018704667674
200036,14335.609780836228
200037,5988.881022495105
200038,1499.0538822806252
200039,301.1533779171238
200040,605.6232035080625
200041,24772.616348534888
200042,439.9717660775043
200043,7925.324852627654
200044,18448.87514955253
200045,606.9652792158538
200046,15809.884256557507
200047,17212.42342578238
200048,2012.2145691978344
200049,3170.7406323024907
200050,846.1500904005213
200051,4508.40454794715
200052,2763.046171978582
200053,442.7394088417286
200054,13268.769951931288
200055,10780.208369483524
200056,7970.490790193145
200057,3354.889835163484
200058,1108.8327351562584
200059,5098.835409544189
200060,8420.586661839012
200061,1294.2090907308022
200062,5434.146054113879
200063,8075.853203972579
200064,1294.4341771160425
200065,1533.5418698144645
200066,493.6460493135852
200067,9835.764727527616
200068,142.10020516227002
200069,17517.884969550847
200070,8982.764825549977
200071,346.3199059890386
200072,6211.349786008928
200073,19849.060494581445
200074,4362.998207078595
200075,17017.477573687465
200076,3085.8969478910103
200077,380.905500349742
200078,417.28885876250826
200079,2736.0184057297365
200080,3272.0878526084207
200081,2066.9185124516007
200082,3985.2736176739213
200083,443.9862689006536
200084,1298.2276835334123
200085,1797.4208030586942
200086,6816.972728583329
200087,3347.149869943407
200088,2540.9057337606528
200089,41494.57356695031
200090,2716.1433891435126
200091,241.8966210635873
200092,1404.1615181169293
200093,16797.965528157954
200094,6683.358349572973
200095,5639.272534606746
200096,2437.631481061247
200097,1224.7600152131704
200098,366.425372042738
200099,21695.652670473435
200100,21916.348730510126
200101,7850.184415056842
200102,1730.4638754084237
200103,10311.857738196803
200104,5644.581556967407
200105,3717.503514271184
200106,8776.052646995293
200107,1908.0960849991488
200108,15211.891092571263
200109,7996.238022299254
200110,1068.6339090062468
200111,1765.6122434071326
200112,1818.1647191704014
200113,789.6126288645785
200114,2154.8077539817778
200115,1307.310566348104
200116,14290.647850128513
200117,17276.228103567933
200118,58674.80865659761
200119,186.25950238358672
200120,3272.098254404819
200121,2521.504240644055
200122,701.497197546125
200123,2358.3535766120676
200124,57607.207640136374
200125,806.0093943952459
200126,3190.9175201905455
200127,16112.203560831354
200128,1656.8170001838635
200129,5831.559106181436
200130,3733.372157917874
200131,3117.8034163292514
200132,1234.5471492531508
200133,2747.0572411248427
200134,1233.2827977813795
200135,2921.4533973777397
200136,3679.8813871079983
200137,1038.658718708703
200138,10010.816537212831
200139,6547.47863844611
200140,2565.709765052906
200141,1403.0135299036315
200142,6316.608214505832
200143,9201.939032472032
200144,1221.6277415651875
200145,6103.809078398497
200146,2583.091739824995
200147,4579.302697615453
200148,2688.055595269674
200149,231.56732133994734
200150,11148.428017132537
200151,5251.593107087174
200152,751.4525029676133
200153,472.85965919980976
200154,7431.428578659517
200155,3160.9100961076438
200156,16443.615494246187
200157,8061.094126451714
200158,10198.015681043556
200159,10678.18784161828
200160,7103.621241221717
200161,6895.017961480084
200162,6559.375004299809
200163,987.8975564568055
200164,16401.814926313746
200165,14911.74492229514
200166,24292.599834233573
200167,3539.606400845748
200168,35435.366131159186
200169,806.3313795185002
200170,2505.0161254775912
200171,8237.981662534185
200172,2060.5891490074155
200173,34722.702708654324
200174,882.4266801275218
200175,2311.872602478669
200176,8199.497762064566
200177,6025.977811182769
200178,5415.255662625666
200179,3995.259447274957
200180,926.5715415602765
200181,19619.65968232089
200182,4338.968347439033
200183,1376.579439993239
200184,2088.797173111565
200185,4538.345599922827
200186,3302.9329780855214
200187,6566.465291184883
200188,8686.083640526404
200189,11584.94800697415
200190,4248.049578847613
200191,3022.301031933531
200192,1095.075645715152
200193,4256.414222932703
200194,7355.967239984013
200195,2520.5323661606826
200196,838.8616600865323
200197,22881.971852998522
200198,1327.7270390229182
200199,4576.303403801987
200200,682.475208188132
200201,7637.08206420888
200202,2205.283103091954
200203,1660.4192358311457
200204,8028.936932537722
200205,5141.988197350595
200206,923.1469105546837
200207,5166.061358393863
200208,5626.720574357579
200209,1230.0216532819463
200210,14083.630263323445
200211,5255.497070844793
200212,7152.035988308915
200213,8375.98058991846
200214,19671.592705215102
200215,7323.07252183093
200216,3328.951597715467
200217,1113.4341396881396
200218,10316.937358015459
200219,1185.7321617367782
200220,2357.9887960683136
200221,7981.3838983599735
200222,2347.1554346430007
200223,775.9757296686118
200224,12645.56391076102
200225,3697.9668414174266
200226,1188.4895411684338
200227,8946.51994552707
200228,256.66768744760657
200229,7075.0308856048505
200230,8599.79182920507
200231,4950.889746401439
200232,1008.7935108819653
200233,7594.980415315589
200234,464.0996694458448
200235,8665.2718796858
200236,13126.218483604163
200237,4892.111033120321
200238,7216.896390114773
200239,9205.258593438866
200240,25743.1043683792
200241,10963.034607812411
200242,4022.447574089134
200243,2617.0446085838857
200244,6504.622484512767
200245,4118.997115500762
200246,4290.004036078797
200247,1370.2656972794757
200248,305.18471452551546
200249,10039.338470996485
200250,32019.349932114463
200251,9908.71295625615
200252,673.8999144478307
200253,7208.20739905749
200254,10960.881111188632
200255,7588.918165813181
200256,2727.2880445059222
200257,9009.30788148759
200258,3600.2908205636422
200259,8012.218729914377
200260,1583.0803017802282
200261,4301.321116175705
200262,2827.8419549994346
200263,8742.29690597552
200264,6941.12432697016
200265,5770.89460790818
200266,1369.8467956622394
200267,14813.02618098442
200268,7857.967862481893
200269,3604.2085201073587
200270,9587.886767999924
200271,2915.3034054261134
200272,4328.838880410606
200273,17370.707714241882
200274,374.4930444410976
200275,14204.563477534164
200276,1899.7623551580427
200277,3026.6797877878016
200278,1601.1851795098023
200279,7742.962460921564
200280,2955.610481212224
200281,701.2879429009186
200282,13030.604841414002
200283,6347.793962377011
200284,418.8102085363327
200285,5509.708375474162
200286,2548.5098472091076
200287,11973.904695236733
200288,12288.02034509178
200289,3103.675835203584
200290,7306.387382447254
200291,10879.548099639538
200292,2976.0989583954024
200293,8187.566943394089
200294,6732.12999039128
200295,2712.6089352884346
200296,2690.453492888724
200297,7212.2579707209225
200298,1380.8003715415034
200299,4607.840570059224
200300,5100.722146274851
200301,5204.246986922106
200302,1561.9566005963316
200303,6317.56958471158
200304,2232.190328003278
200305,4085.975518590549
200306,1738.3714303538077
200307,14921.9363289231
200308,1463.8520836479474
200309,1187.6735023685799
200310,1017.1452631883872
200311,1220.3508016866338
200312,11176.817259486945
200313,1715.9866629819978
200314,4644.051840211898
200315,1167.8680421292433
200316,37987.17491714968
200317,2439.0204993262455
200318,473.1407898945811
200319,9931.719448980457
200320,3642.578395892368
200321,32378.269280882145
200322,16942.27517309803
200323,1498.1090751881002
200324,25019.990917014162
200325,5706.897727760152
200326,2353.880625236297
200327,28698.533202158127
200328,1037.3170384567418
200329,7846.303046088439
200330,1922.7555680093144
200331,1490.7497601995638
200332,11824.407630260175
200333,1227.6058085979805
200334,476.757263512077
200335,1407.0978836399913
200336,1450.2193705516952
200337,1199.6256749525169
200338,1875.10089953223
200339,13906.619127754715
200340,28458.806301558012
200341,2724.2851582497833
200342,5993.238748086926
200343,2007.1094598070433
200344,5194.0829435762935
200345,7025.303214589875
200346,1226.1334625710788
200347,11381.70868050266
200348,9863.368025296922
200349,799.2752749070446
200350,10018.073727629286
200351,2457.783276927637
200352,740.6028750493923
200353,1607.4314286366748
200354,3809.897463415259
200355,810.9452995035979
200356,4726.651418378741
200357,1833.4269214749665
200358,3025.197730121956
200359,9329.989869186084
200360,15843.223179635424
200361,1710.9435976701461
200362,2156.9494567303586
200363,1511.803530265945
200364,7294.101511959208
200365,9056.165202929016
200366,1138.4311799340317
200367,7800.973656838871
200368,6405.530947655485
200369,5269.905763259167
200370,959.8290049380623
200371,10016.864273314119
200372,1397.020465137025
200373,1293.4498562834724
200374,989.6310574667912
200375,1252.2735270214944
200376,2522.5961956205438
200377,1929.247935436985
200378,1477.294866066991
200379,1928.8244272432646
200380,798.6333055575514
200381,3801.9643182957225
200382,31594.250404614886
200383,1913.1358469394577
200384,2408.7146551503365
200385,927.2578857624063
200386,1261.0947086303577
200387,3718.5787779116254
200388,7682.29494892412
200389,7842.271109709407
200390,321.52031683462417
200391,3298.2431043355746
200392,1172.1183067126167
200393,2845.0779884688427
200394,3814.727885189402
200395,328.2301478889858
200396,3043.458241231626
200397,1106.7803293929758
200398,2117.320959316827
200399,774.6966150995304
200400,2195.2731073264613
200401,4990.553550554443
200402,1619.0910053742382
200403,3455.018490154015
200404,686.2873524561095
200405,717.6913900635393
200406,2073.874658146484
200407,1513.3447129686137
200408,6919.284334865308
200409,11719.977425900552
200410,8541.902730555263
200411,1541.5632915212816
200412,19875.75502728431
200413,11032.566642783604
200414,4773.078965033173
200415,9125.914028154195
200416,8177.78214249518
